Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Common Name	Species Code	Confidence
242	Spectrogram 1	1	1167.000000000	1170.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1167.0000	Field Sparrow	fiespa	0.0355
243	Waveform 1	1	1167.000000000	1170.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1167.0000	Blue Grosbeak	blugrb1	0.0217
243	Spectrogram 1	1	1167.000000000	1170.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1167.0000	Blue Grosbeak	blugrb1	0.0217
244	Waveform 1	1	1167.000000000	1170.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1167.0000	Common Yellowthroat	comyel	0.0112
244	Spectrogram 1	1	1167.000000000	1170.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1167.0000	Common Yellowthroat	comyel	0.0112
245	Waveform 1	1	1170.000000000	1173.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1170.0000	Field Sparrow	fiespa	0.0162
245	Spectrogram 1	1	1170.000000000	1173.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1170.0000	Field Sparrow	fiespa	0.0162
246	Waveform 1	1	1170.000000000	1173.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1170.0000	Blue Grosbeak	blugrb1	0.0144
246	Spectrogram 1	1	1170.000000000	1173.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1170.0000	Blue Grosbeak	blugrb1	0.0144
247	Waveform 1	1	1173.000000000	1176.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1173.0000	Common Yellowthroat	comyel	0.0259
247	Spectrogram 1	1	1173.000000000	1176.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1173.0000	Common Yellowthroat	comyel	0.0259
248	Waveform 1	1	1173.000000000	1176.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1173.0000	Field Sparrow	fiespa	0.0116
248	Spectrogram 1	1	1173.000000000	1176.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1173.0000	Field Sparrow	fiespa	0.0116
249	Waveform 1	1	1173.000000000	1176.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1173.0000	Blue Grosbeak	blugrb1	0.0107
249	Spectrogram 1	1	1173.000000000	1176.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1173.0000	Blue Grosbeak	blugrb1	0.0107
250	Waveform 1	1	1176.000000000	1179.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1176.0000	Blue Grosbeak	blugrb1	0.0272
250	Spectrogram 1	1	1176.000000000	1179.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1176.0000	Blue Grosbeak	blugrb1	0.0272
251	Waveform 1	1	1176.000000000	1179.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1176.0000	Field Sparrow	fiespa	0.0130
251	Spectrogram 1	1	1176.000000000	1179.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1176.0000	Field Sparrow	fiespa	0.0130
252	Waveform 1	1	1200.000000000	1203.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1200.0000	Blue Grosbeak	blugrb1	0.0162
252	Spectrogram 1	1	1200.000000000	1203.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1200.0000	Blue Grosbeak	blugrb1	0.0162
253	Waveform 1	1	1236.000000000	1239.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1236.0000	Blue Grosbeak	blugrb1	0.0276
253	Spectrogram 1	1	1236.000000000	1239.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1236.0000	Blue Grosbeak	blugrb1	0.0276
254	Waveform 1	1	1236.000000000	1239.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1236.0000	Eastern Meadowlark	easmea	0.0108
254	Spectrogram 1	1	1236.000000000	1239.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1236.0000	Eastern Meadowlark	easmea	0.0108
255	Waveform 1	1	1251.000000000	1254.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1251.0000	Blue Grosbeak	blugrb1	0.0121
255	Spectrogram 1	1	1251.000000000	1254.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1251.0000	Blue Grosbeak	blugrb1	0.0121
256	Waveform 1	1	1275.000000000	1278.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1275.0000	Blue Grosbeak	blugrb1	0.0181
256	Spectrogram 1	1	1275.000000000	1278.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1275.0000	Blue Grosbeak	blugrb1	0.0181
257	Waveform 1	1	1278.000000000	1281.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1278.0000	Common Yellowthroat	comyel	0.0208
257	Spectrogram 1	1	1278.000000000	1281.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1278.0000	Common Yellowthroat	comyel	0.0208
258	Waveform 1	1	1281.000000000	1284.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1281.0000	Blue Grosbeak	blugrb1	0.0132
258	Spectrogram 1	1	1281.000000000	1284.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1281.0000	Blue Grosbeak	blugrb1	0.0132
259	Waveform 1	1	1284.000000000	1287.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1284.0000	Blue Grosbeak	blugrb1	0.0214
259	Spectrogram 1	1	1284.000000000	1287.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1284.0000	Blue Grosbeak	blugrb1	0.0214
260	Waveform 1	1	1287.000000000	1290.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1287.0000	Blue Grosbeak	blugrb1	0.0168
260	Spectrogram 1	1	1287.000000000	1290.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1287.0000	Blue Grosbeak	blugrb1	0.0168
261	Waveform 1	1	1290.000000000	1293.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1290.0000	Blue Grosbeak	blugrb1	0.0272
261	Spectrogram 1	1	1290.000000000	1293.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1290.0000	Blue Grosbeak	blugrb1	0.0272
262	Waveform 1	1	1293.000000000	1296.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1293.0000	Blue Grosbeak	blugrb1	0.0339
262	Spectrogram 1	1	1293.000000000	1296.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1293.0000	Blue Grosbeak	blugrb1	0.0339
263	Waveform 1	1	1296.000000000	1299.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1296.0000	Blue Grosbeak	blugrb1	0.0309
263	Spectrogram 1	1	1296.000000000	1299.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1296.0000	Blue Grosbeak	blugrb1	0.0309
264	Waveform 1	1	1302.000000000	1305.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1302.0000	Blue Grosbeak	blugrb1	0.0176
264	Spectrogram 1	1	1302.000000000	1305.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1302.0000	Blue Grosbeak	blugrb1	0.0176
265	Waveform 1	1	1305.000000000	1308.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1305.0000	Blue Grosbeak	blugrb1	0.0344
265	Spectrogram 1	1	1305.000000000	1308.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1305.0000	Blue Grosbeak	blugrb1	0.0344
266	Waveform 1	1	1308.000000000	1311.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1308.0000	Blue Grosbeak	blugrb1	0.0109
266	Spectrogram 1	1	1308.000000000	1311.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1308.0000	Blue Grosbeak	blugrb1	0.0109
267	Waveform 1	1	1392.000000000	1395.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1392.0000	Blue Grosbeak	blugrb1	0.0192
267	Spectrogram 1	1	1392.000000000	1395.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1392.0000	Blue Grosbeak	blugrb1	0.0192
268	Waveform 1	1	1404.000000000	1407.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1404.0000	Blue Grosbeak	blugrb1	0.0110
268	Spectrogram 1	1	1404.000000000	1407.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1404.0000	Blue Grosbeak	blugrb1	0.0110
269	Waveform 1	1	1416.000000000	1419.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1416.0000	Common Yellowthroat	comyel	0.0128
269	Spectrogram 1	1	1416.000000000	1419.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1416.0000	Common Yellowthroat	comyel	0.0128
270	Waveform 1	1	1425.000000000	1428.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1425.0000	Field Sparrow	fiespa	0.0131
270	Spectrogram 1	1	1425.000000000	1428.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1425.0000	Field Sparrow	fiespa	0.0131
271	Waveform 1	1	1431.000000000	1434.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1431.0000	Field Sparrow	fiespa	0.0115
271	Spectrogram 1	1	1431.000000000	1434.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1431.0000	Field Sparrow	fiespa	0.0115
272	Waveform 1	1	1440.000000000	1443.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1440.0000	Common Yellowthroat	comyel	0.0134
272	Spectrogram 1	1	1440.000000000	1443.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1440.0000	Common Yellowthroat	comyel	0.0134
273	Waveform 1	1	1440.000000000	1443.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1440.0000	Blue Grosbeak	blugrb1	0.0115
273	Spectrogram 1	1	1440.000000000	1443.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1440.0000	Blue Grosbeak	blugrb1	0.0115
274	Waveform 1	1	1446.000000000	1449.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1446.0000	Blue Grosbeak	blugrb1	0.0132
274	Spectrogram 1	1	1446.000000000	1449.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1446.0000	Blue Grosbeak	blugrb1	0.0132
275	Waveform 1	1	1449.000000000	1452.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1449.0000	Blue Grosbeak	blugrb1	0.0106
275	Spectrogram 1	1	1449.000000000	1452.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1449.0000	Blue Grosbeak	blugrb1	0.0106
276	Waveform 1	1	1449.000000000	1452.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1449.0000	Field Sparrow	fiespa	0.0104
276	Spectrogram 1	1	1449.000000000	1452.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1449.0000	Field Sparrow	fiespa	0.0104
277	Waveform 1	1	1455.000000000	1458.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1455.0000	Field Sparrow	fiespa	0.0115
277	Spectrogram 1	1	1455.000000000	1458.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1455.0000	Field Sparrow	fiespa	0.0115
278	Waveform 1	1	1461.000000000	1464.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1461.0000	Common Yellowthroat	comyel	0.0116
278	Spectrogram 1	1	1461.000000000	1464.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1461.0000	Common Yellowthroat	comyel	0.0116
279	Waveform 1	1	1467.000000000	1470.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1467.0000	Common Yellowthroat	comyel	0.0293
279	Spectrogram 1	1	1467.000000000	1470.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1467.0000	Common Yellowthroat	comyel	0.0293
280	Waveform 1	1	1467.000000000	1470.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1467.0000	Blue Grosbeak	blugrb1	0.0169
280	Spectrogram 1	1	1467.000000000	1470.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1467.0000	Blue Grosbeak	blugrb1	0.0169
281	Waveform 1	1	1467.000000000	1470.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1467.0000	Field Sparrow	fiespa	0.0148
281	Spectrogram 1	1	1467.000000000	1470.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1467.0000	Field Sparrow	fiespa	0.0148
282	Waveform 1	1	1485.000000000	1488.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1485.0000	Common Yellowthroat	comyel	0.0122
282	Spectrogram 1	1	1485.000000000	1488.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1485.0000	Common Yellowthroat	comyel	0.0122
283	Waveform 1	1	1488.000000000	1491.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1488.0000	Common Yellowthroat	comyel	0.0136
283	Spectrogram 1	1	1488.000000000	1491.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1488.0000	Common Yellowthroat	comyel	0.0136
284	Waveform 1	1	1488.000000000	1491.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1488.0000	Blue Grosbeak	blugrb1	0.0118
284	Spectrogram 1	1	1488.000000000	1491.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1488.0000	Blue Grosbeak	blugrb1	0.0118
285	Waveform 1	1	1494.000000000	1497.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1494.0000	Common Yellowthroat	comyel	0.0233
285	Spectrogram 1	1	1494.000000000	1497.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1494.0000	Common Yellowthroat	comyel	0.0233
286	Waveform 1	1	1497.000000000	1500.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1497.0000	Common Yellowthroat	comyel	0.0158
286	Spectrogram 1	1	1497.000000000	1500.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1497.0000	Common Yellowthroat	comyel	0.0158
287	Waveform 1	1	1512.000000000	1515.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1512.0000	Common Yellowthroat	comyel	0.0123
287	Spectrogram 1	1	1512.000000000	1515.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1512.0000	Common Yellowthroat	comyel	0.0123
288	Waveform 1	1	1515.000000000	1518.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1515.0000	Common Yellowthroat	comyel	0.0154
288	Spectrogram 1	1	1515.000000000	1518.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1515.0000	Common Yellowthroat	comyel	0.0154
289	Waveform 1	1	1518.000000000	1521.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1518.0000	Common Yellowthroat	comyel	0.0108
289	Spectrogram 1	1	1518.000000000	1521.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1518.0000	Common Yellowthroat	comyel	0.0108
290	Waveform 1	1	1524.000000000	1527.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1524.0000	Common Yellowthroat	comyel	0.0122
290	Spectrogram 1	1	1524.000000000	1527.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1524.0000	Common Yellowthroat	comyel	0.0122
291	Waveform 1	1	1530.000000000	1533.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1530.0000	Common Yellowthroat	comyel	0.0123
291	Spectrogram 1	1	1530.000000000	1533.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1530.0000	Common Yellowthroat	comyel	0.0123
292	Waveform 1	1	1533.000000000	1536.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1533.0000	Common Yellowthroat	comyel	0.0157
292	Spectrogram 1	1	1533.000000000	1536.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1533.0000	Common Yellowthroat	comyel	0.0157
293	Waveform 1	1	1536.000000000	1539.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1536.0000	Common Yellowthroat	comyel	0.0196
293	Spectrogram 1	1	1536.000000000	1539.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1536.0000	Common Yellowthroat	comyel	0.0196
294	Waveform 1	1	1539.000000000	1542.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1539.0000	Common Yellowthroat	comyel	0.0133
294	Spectrogram 1	1	1539.000000000	1542.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1539.0000	Common Yellowthroat	comyel	0.0133
295	Waveform 1	1	1542.000000000	1545.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1542.0000	Common Yellowthroat	comyel	0.0105
295	Spectrogram 1	1	1542.000000000	1545.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1542.0000	Common Yellowthroat	comyel	0.0105
296	Waveform 1	1	1545.000000000	1548.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1545.0000	Common Yellowthroat	comyel	0.0135
296	Spectrogram 1	1	1545.000000000	1548.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1545.0000	Common Yellowthroat	comyel	0.0135
297	Waveform 1	1	1548.000000000	1551.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1548.0000	Common Yellowthroat	comyel	0.0182
297	Spectrogram 1	1	1548.000000000	1551.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1548.0000	Common Yellowthroat	comyel	0.0182
298	Waveform 1	1	1551.000000000	1554.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1551.0000	Common Yellowthroat	comyel	0.0110
298	Spectrogram 1	1	1551.000000000	1554.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1551.0000	Common Yellowthroat	comyel	0.0110
299	Waveform 1	1	1554.000000000	1557.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1554.0000	Common Yellowthroat	comyel	0.0101
299	Spectrogram 1	1	1554.000000000	1557.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1554.0000	Common Yellowthroat	comyel	0.0101
300	Waveform 1	1	1557.000000000	1560.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1557.0000	Common Yellowthroat	comyel	0.0148
300	Spectrogram 1	1	1557.000000000	1560.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1557.0000	Common Yellowthroat	comyel	0.0148
301	Waveform 1	1	1566.000000000	1569.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1566.0000	Common Yellowthroat	comyel	0.0144
301	Spectrogram 1	1	1566.000000000	1569.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1566.0000	Common Yellowthroat	comyel	0.0144
302	Waveform 1	1	1569.000000000	1572.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1569.0000	Common Yellowthroat	comyel	0.0112
302	Spectrogram 1	1	1569.000000000	1572.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1569.0000	Common Yellowthroat	comyel	0.0112
303	Waveform 1	1	1605.000000000	1608.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1605.0000	Upland Sandpiper	uplsan	0.0130
303	Spectrogram 1	1	1605.000000000	1608.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1605.0000	Upland Sandpiper	uplsan	0.0130
304	Waveform 1	1	1614.000000000	1617.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1614.0000	Blue Grosbeak	blugrb1	0.0158
304	Spectrogram 1	1	1614.000000000	1617.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1614.0000	Blue Grosbeak	blugrb1	0.0158
305	Waveform 1	1	1617.000000000	1620.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1617.0000	Blue Grosbeak	blugrb1	0.0139
305	Spectrogram 1	1	1617.000000000	1620.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1617.0000	Blue Grosbeak	blugrb1	0.0139
306	Waveform 1	1	1617.000000000	1620.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1617.0000	Eastern Meadowlark	easmea	0.0124
306	Spectrogram 1	1	1617.000000000	1620.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1617.0000	Eastern Meadowlark	easmea	0.0124
307	Waveform 1	1	1620.000000000	1623.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1620.0000	Common Yellowthroat	comyel	0.0138
307	Spectrogram 1	1	1620.000000000	1623.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1620.0000	Common Yellowthroat	comyel	0.0138
308	Waveform 1	1	1632.000000000	1635.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1632.0000	Upland Sandpiper	uplsan	0.0117
308	Spectrogram 1	1	1632.000000000	1635.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1632.0000	Upland Sandpiper	uplsan	0.0117
309	Waveform 1	1	1635.000000000	1638.000000000	0.000	15000.000	D:\AcousticMonitoringData\ELDON6_Data\Week16\ELDON6_20250422_195602.wav	1635.0000	Blue Grosbeak	blugrb1	0.0169
